mondo_id	property	value_old	value_new
MONDO:0006588	label	obsolete nonepidermolytic palmoplantar keratoderma	nonepidermolytic palmoplantar keratoderma
MONDO:0015077	label	obsolete adrenal/paraganglial tumor	adrenal/paraganglial tumor
MONDO:0018627	label	obsolete ACTH-independent Cushing syndrome due to rare cortisol-producing adrenal tumor	ACTH-independent Cushing syndrome due to rare cortisol-producing adrenal tumor
MONDO:0006648	label	anterior compartment of tibia syndrome	anterior compartment syndrome
MONDO:0006657	label	obsolete apparent mineralocorticoid excess syndrome	apparent mineralocorticoid excess syndrome
MONDO:0006661	label	obsolete ascorbic acid deficiency	ascorbic acid deficiency
MONDO:0017131	label	hereditary cardiac anomaly	genetic cardiac anomaly
MONDO:0006707	label	obsolete MONDO:0006707	
MONDO:0006785	label	obsolete Henoch-Schoenlein purpura	Henoch-Schoenlein purpura
MONDO:0024468	label	anterior pituitary gland disorder	anterior pituitary gland disease
MONDO:0016999	label	obsolete X chromosome number anomaly	X chromosome number anomaly
MONDO:0020090	label	obsolete male infertility due to gonadal dysgenesis	male infertility due to gonadal dysgenesis
MONDO:0017641	label	obsolete miscellaneous movement disorder due to neurodegenerative disease	miscellaneous movement disorder due to neurodegenerative disease
MONDO:0006832	label	obsolete limited scleroderma	limited scleroderma
MONDO:0006885	label	obsolete MONDO:0006885	
MONDO:0006928	label	obsolete proliferative vitreoretinopathy	proliferative vitreoretinopathy
MONDO:0100450	label	CAPN5-related vitreoretinopathy	CAPN5 vitreoretinopathy
MONDO:0015495	label	obsolete otomandibular dysplasia associated with monogenic syndromes	otomandibular dysplasia associated with monogenic syndromes
MONDO:0015501	label	obsolete syndrome or malformation associated with head and neck malformations	syndrome or malformation associated with head and neck malformations
MONDO:0017432	label	obsolete syndrome with limb reduction defects	syndrome with limb reduction defects
MONDO:0019288	label	skin pigmentation disorder	skin pigmentation disease
MONDO:0007037	label	Achondroplasia	achondroplasia
MONDO:0018232	label	obsolete primary bone dysplasia with micromelia	primary bone dysplasia with micromelia
MONDO:0007041	label	Apert syndrome	apert syndrome
MONDO:0007044	label	Acrodysostosis 1 with or without hormone resistance	acrodysostosis 1 with or without hormone resistance
MONDO:0016436	label	obsolete acquired dermis elastic tissue disorder with increased elastic tissue	acquired dermis elastic tissue disorder with increased elastic tissue
MONDO:0043007	label	obsolete genetic multiple congenital anomalies/dysmorphic syndrome-variable intellectual disability syndrome	genetic multiple congenital anomalies/dysmorphic syndrome-variable intellectual disability syndrome
MONDO:0007053	label	restless legs syndrome, susceptibility to, 1	restless legs syndrome 1
MONDO:0007055	label	Acromicric dysplasia	acromicric dysplasia
MONDO:0007057	label	Acroosteolysis dominant type	acroosteolysis dominant type
MONDO:0007058	label	Acropectorovertebral dysplasia	acropectorovertebral dysplasia
MONDO:0017434	label	obsolete syndrome with limb duplication, polydactyly, syndactyly, and/or hyperphalangy	syndrome with limb duplication, polydactyly, syndactyly, and/or hyperphalangy
MONDO:0007061	label	obsolete acylase, cobalt-activated	acylase, cobalt-activated
MONDO:0007062	label	adactylia, unilateral	congenital absence/hypoplasia of fingers excluding thumb, unilateral
MONDO:0007064	label	severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-negative, NK cell-negative, due to adenosine deaminase deficiency	adenosine deaminase deficiency
MONDO:0009410	label	obsolete Addison disease	Addison disease
MONDO:0007073	label	Hypoglossia-hypodactyly syndrome	hypoglossia-hypodactyly syndrome
MONDO:0020276	label	obsolete pigmentation disorder with eye involvement, excluding albinism	pigmentation disorder with eye involvement, excluding albinism
MONDO:0007078	label	Pseudohypoparathyroidism type 1A	pseudohypoparathyroidism type 1A
MONDO:0020232	label	obsolete musculoskeletal disease with cataract	musculoskeletal disease with cataract
MONDO:0015547	label	hereditary dementia	genetic dementia
MONDO:0007114	label	Angel-shaped phalango-epiphyseal dysplasia	angel-shaped phalango-epiphyseal dysplasia
MONDO:0015658	label	obsolete cerebral diseases of vascular origin with epilepsy	cerebral diseases of vascular origin with epilepsy
MONDO:0020063	label	obsolete malformation syndrome with hamartosis	malformation syndrome with hamartosis
MONDO:0019285	label	obsolete syndromic nail anomaly	syndromic nail anomaly
MONDO:0019066	label	obsolete syndrome with brachydactyly	syndrome with brachydactyly
MONDO:0007136	label	hereditary anorectal anomalies	genetic anorectal anomalies
MONDO:0007139	label	obsolete Antipyrine metabolism	Antipyrine metabolism
MONDO:0007141	label	obsolete antiviral state repressor, regulator of	antiviral state repressor, regulator of
MONDO:0016229	label	hereditary vascular anomaly	genetic vascular anomaly
MONDO:0019700	label	obsolete primary bone dysplasia with multiple joint dislocations	primary bone dysplasia with multiple joint dislocations
MONDO:0007175	label	PR interval, variation in	PR interval, variation 1N
MONDO:0019715	label	obsolete syndrome with synostosis or other joint formation defect	syndrome with synostosis or other joint formation defect
MONDO:0015657	label	obsolete inflammatory and autoimmune disease with epilepsy	inflammatory and autoimmune disease with epilepsy
MONDO:0017370	label	obsolete autoinflammatory syndrome with skin involvement	autoinflammatory syndrome with skin involvement
MONDO:0017311	label	obsolete rare disease with thoracic aortic aneurysm and aortic dissection	rare disease with thoracic aortic aneurysm and aortic dissection
MONDO:0020236	label	obsolete lens position anomaly	lens position anomaly
MONDO:0018230	label	skeletal dysplasia	primary bone dysplasia
MONDO:0019703	label	obsolete primary bone dysplasia with increased bone density	primary bone dysplasia with increased bone density
MONDO:0007219	label	Osebold-Remondini syndrome	brachydactyly type A6
MONDO:0007239	label	epidermolytic ichthyosis	epidermolytic hyperkeratosis
MONDO:0007245	label	cafe au lait spots, multiple	neurofibromatosis type 6
MONDO:0020042	label	obsolete syndrome with 46,XY disorder of sex development	syndrome with 46,XY disorder of sex development
MONDO:0007264	label	obsolete sudden cardiac death	sudden cardiac arrest
MONDO:0016998	label	obsolete complex chromosomal rearrangement	complex chromosomal rearrangement
MONDO:0007295	label	childhood epilepsy with centrotemporal spikes	rolandic epilepsy
MONDO:0017369	label	obsolete autoinflammatory syndrome with immune deficiency	autoinflammatory syndrome with immune deficiency
MONDO:0007317	label	obsolete chlorpropamide-alcohol flushing	chlorpropamide-alcohol flushing
MONDO:0007331	label	obsolete cleft chin	cleft chin
MONDO:0007340	label	cleidocranial dysplasia 1	cleidocranial dysplasia
MONDO:0018727	label	obsolete immunodeficiency due to a complement regulatory deficiency	immunodeficiency due to a complement regulatory deficiency
MONDO:0017121	label	obsolete syndrome with a Dandy-Walker malformation as major feature	syndrome with a Dandy-Walker malformation as major feature
MONDO:0017662	label	obsolete miscellaneous movement disorder due to genetic neurodegenerative disease	miscellaneous movement disorder due to genetic neurodegenerative disease
MONDO:0020226	label	obsolete chromosomal anomaly with cataract	chromosomal anomaly with cataract
MONDO:0017038	label	obsolete secondary interstitial lung disease in childhood and adulthood associated with a systemic vasculitis	secondary interstitial lung disease in childhood and adulthood associated with a systemic vasculitis
MONDO:0007424	label	autosomal dominant nonsyndromic hearing loss 1	autosomal dominant nonsyndromic deafness 1
MONDO:0019587	label	autosomal dominant nonsyndromic hearing loss	autosomal dominant nonsyndromic deafness
MONDO:0019704	label	obsolete primary bone dysplasia with decreased bone density	primary bone dysplasia with decreased bone density
MONDO:0020245	label	obsolete disease predisposing to age-related macular degeneration	disease predisposing to age-related macular degeneration
MONDO:0015329	label	obsolete malformation syndrome with short stature	malformation syndrome with short stature
MONDO:0043009	label	hereditary lethal multiple congenital anomalies/dysmorphic syndrome	genetic lethal multiple congenital anomalies/dysmorphic syndrome
MONDO:0015216	label	obsolete syndromic diaphragmatic or abdominal wall malformation	syndromic diaphragmatic or abdominal wall malformation
MONDO:0015880	label	obsolete syndromic diaphragmatic or thoracic malformation	syndromic diaphragmatic or thoracic malformation
MONDO:0007526	label	Ehlers-Danlos syndrome, spondylodysplastic type	Ehlers-Danlos syndrome progeroid type
MONDO:0018293	label	obsolete congenital disorder of glycosylation with skin involvement	congenital disorder of glycosylation with skin involvement
MONDO:0007532	label	obsolete Electroencephalographic peculiarity: occipital slow beta waves	Electroencephalographic peculiarity: occipital slow beta waves
MONDO:0007543	label	obsolete enolase, sperm specific	enolase, sperm specific
MONDO:0007550	label	epidermolysis bullosa simplex 1A, generalized severe	epidermolysis bullosa simplex Dowling-Meara type
MONDO:0015551	label	obsolete basal epidermolysis bullosa simplex	basal epidermolysis bullosa simplex
MONDO:0007551	label	epidermolysis bullosa simplex 1C, localized	localized epidermolysis bullosa simplex
MONDO:0007554	label	epidermolysis bullosa simplex 1B, generalized intermediate	generalized epidermolysis bullosa simplex, non-Dowling-Meara type
MONDO:0007555	label	pidermolysis bullosa simplex 5A, Ogna type	epidermolysis bullosa simplex Ogna type
MONDO:0007556	label	epidermolysis bullosa simplex 2F, with mottled pigmentation	epidermolysis bullosa simplex with mottled pigmentation
MONDO:0007573	label	erythroleukemia, familial, susceptibility to	acute erythroleukemia, familial
MONDO:0007578	label	obsolete esterase B	esterase B
MONDO:0007579	label	obsolete esterase C	esterase C
MONDO:0007580	label	obsolete esterase ES-2, regulator for	esterase ES-2, regulator for
MONDO:0007583	label	obsolete exostoses of heel	exostoses of heel
MONDO:0007591	label	obsolete facial hypertrichosis	facial hypertrichosis
MONDO:0018231	label	obsolete primary bone dysplasia with progressive ossification of skin, skeletal muscle, fascia, tendons and ligaments	primary bone dysplasia with progressive ossification of skin, skeletal muscle, fascia, tendons and ligaments
MONDO:0007621	label	Floating-Harbor syndrome	floating-Harbor syndrome
MONDO:0007622	label	obsolete flood factor deficiency	flood factor deficiency
MONDO:0015163	label	obsolete primary glomerular disease	primary glomerular disease
MONDO:0015961	label	hereditary head and neck malformation	genetic head and neck malformation
MONDO:0100443	label	RDH5-related retinopathy	RDH5 retinopathy
MONDO:0100444	label	RLBP1-related retinopathy	RLBP1 retinopathy
MONDO:0007645	label	obsolete gastric sneezing	gastric sneezing
MONDO:0019601	label	obsolete autosomal recessive axonal hereditary motor and sensory neuropathy	autosomal recessive axonal hereditary motor and sensory neuropathy
MONDO:0015617	label	hereditary gastro-esophageal disease	genetic gastro-esophageal disease
MONDO:0007649	label	obsolete gastric juice peptides	gastric juice peptides
MONDO:0007665	label	obsolete glaucoma 1, open angle, E	glaucoma 1, open angle, E
MONDO:0020218	label	obsolete goniodysgenesis	goniodysgenesis
MONDO:0007692	label	obsolete hairy ears	hairy ears
MONDO:0007719	label	diaphragmatic hernia 1	diaphragmatic hernia, congenital 1
MONDO:0020208	label	obsolete syndromic myopia	syndromic myopia
MONDO:0021026	label	hereditary epidermal appendage anomaly	genetic epidermal appendage anomaly
MONDO:0007749	label	obsolete autosomal recessive infantile hypercalcemia	autosomal recessive infantile hypercalcemia
MONDO:0007761	label	obsolete hyperlipoproteinemia type IV	hyperlipoproteinemia type IV
MONDO:0007777	label	hypotaurinemic retinal degeneration and cardiomyopathy	hypertaurinuric cardiomyopathy
MONDO:0007779	label	obsolete autosomal dominant Opitz G/BBB syndrome	autosomal dominant Opitz G/BBB syndrome
MONDO:0007780	label	obsolete hypertelorism, Teebi type	hypertelorism, Teebi type
MONDO:0007788	label	hypertriglyceridemia 1	hypertriglyceridemia, familial
MONDO:0015895	label	obsolete syndrome with hypoparathyroidism	syndrome with hypoparathyroidism
MONDO:0016896	label	obsolete partial deletion of the short arm of chromosome 18	partial deletion of the short arm of chromosome 18
MONDO:0007804	label	Pallister-Hall syndrome	Pallister-hall syndrome
MONDO:0019827	label	obsolete disease associated with non-acquired combined pituitary hormone deficiency	disease associated with non-acquired combined pituitary hormone deficiency
MONDO:0007806	label	obsolete hypotrichosis 4	hypotrichosis 4
